case_id,n_level2_masks,level2_masks
DF50E1B3D310EB,1,mask_CTVn_L2.nii.gz
DFA5D2E0DA5B0B,1,mask_CTVn_L2.nii.gz
DFBDB08691361E,1,mask_CTVn_L2.nii.gz
DFDDD265EE6826,1,mask_CTV-Level-II.nii.gz
DFDDDB897B050D,1,mask_CTV-Level-II.nii.gz
E003D49842F658,1,mask_CTVn_L2.nii.gz
E0EF1CA9FEBC84,1,mask_CTVn_L2.nii.gz
E0F56E9C85B4CC,1,mask_Level-II.nii.gz
E135F0B068B8EE,1,mask_CTVn_L2.nii.gz
E16EA44033F344,1,mask_CTVn_L2.nii.gz
E30FEF00E822E0,1,mask_CTV-N-L2.nii.gz
E3122D231F3436,1,mask_CTV-N-L2.nii.gz
E3273874B2CFB6,1,mask_Level-II.nii.gz
E354B8E9E01E57,1,mask_Level_2.nii.gz
E37BD8E7125395,1,mask_CTVn_L2.nii.gz
E3B0CB9D51431C,1,mask_CTVn_L2.nii.gz
E3B94354F65F5A,1,mask_CTVn_L2.nii.gz
E3CF2BCF718D98,1,mask_Level-II.nii.gz
E44552A6525820,1,mask_CTVn_L2.nii.gz
E446BA9EB2CC5E,1,mask_Level-II.nii.gz
E4C554142C75F9,1,mask_Level-II.nii.gz
E50950BBF86208,1,mask_Level-II.nii.gz
E5268B3399CC51,1,mask_Level_2.nii.gz
E558834D22F533,1,mask_Level-II.nii.gz
E57D50A3080576,1,mask_Level-II.nii.gz
E59AA73527082F,1,mask_Level-II.nii.gz
E5A05D442A0EE6,1,mask_Level-II.nii.gz
E5A1F7B777389C,1,mask_CTV-Level-II.nii.gz
E5A66C553BA066,1,mask_CTVn_L2.nii.gz
E5A871FC312897,1,mask_Level-II.nii.gz
E5C15BABE7699B,1,mask_CTV-N-L2.nii.gz
E6CCC63A22D381,1,mask_Level_2.nii.gz
E73FF4C2E20539,1,mask_CTVn_L2.nii.gz
E74E39B6AC6247,1,mask_CTVn_L2.nii.gz
E76FB19841448A,1,mask_CTVn_L2.nii.gz
E786D1776E161B,1,mask_Level_2.nii.gz
E7AE13714D3780,1,mask_CTV-N-L2.nii.gz
E7D3997CA6666B,1,mask_Level-II.nii.gz
E7DD54EE110A5F,1,mask_Level-II.nii.gz
E8B45DD0F7FEC0,1,mask_CTVn_L2.nii.gz
E92B0294D6F3B0,1,mask_Level-II.nii.gz
E9A2F6620A848D,1,mask_CTV-Level-II.nii.gz
EA434663BAEA7D,1,mask_Level_2.nii.gz
EA8270D57201C4,1,mask_CTVn_L2.nii.gz
EAC27590A32CAB,1,mask_Level-II.nii.gz
EADC081C36E336,1,mask_Level-II.nii.gz
EBDA39E236B4E7,1,mask_CTVn_L2.nii.gz
EBF8A3C4AF666E,1,mask_CTVn-L2.nii.gz
ECCD4E391F7DC0,1,mask_CTV-Level-II.nii.gz
ED80FC533513E0,1,mask_Level-II.nii.gz
EE3358823FCC16,1,mask_CTVn_L2.nii.gz
EE67447B9404EC,1,mask_CTVn_L2.nii.gz
EE85411010B40F,1,mask_Level_2.nii.gz
EE93760D3A5388,1,mask_Level-II.nii.gz
EEC13B2CB193C9,1,mask_CTVn_L2.nii.gz
EF38CBE95CFC4A,1,mask_Level-II.nii.gz
EF6C79ADB19B03,1,mask_Level-II.nii.gz
EF6DF91C2D45FC,1,mask_Level_2.nii.gz
EFE71AA8872633,1,mask_Level-II.nii.gz
F06B251F703A36,1,mask_Level-II.nii.gz
F08675A4C2E903,1,mask_Level-II.nii.gz
F094C0B38A3B10,1,mask_Level-II.nii.gz
F09AF8DCF6243D,1,mask_Level-II.nii.gz
F0A62BC201808F,1,mask_Level-II.nii.gz
F0BC753FAF9779,1,mask_CTVn_L2.nii.gz
F0DEDE63258C12,1,mask_CTVn_L2.nii.gz
F1343063B96737,1,mask_CTVn_L2.nii.gz
F1A92FE8C42E3E,1,mask_Level-II.nii.gz
F2509170969CA0,1,mask_Level-II.nii.gz
F28C6E10BBB000,1,mask_CTVn_L2.nii.gz
F29F9C1E2111D8,1,mask_Level-II.nii.gz
F2A74711ECFCA2,1,mask_Level_2.nii.gz
F2EE82B2C160A2,1,mask_Level-II.nii.gz
F33084E7907B70,1,mask_CTVn_L2.nii.gz
F35874E6215D95,1,mask_Level-II.nii.gz
F3626833A2A97B,1,mask_Level-II.nii.gz
F3D46D9B853720,1,mask_Level-II.nii.gz
F3E31E2ED014BE,1,mask_Level_2.nii.gz
F45AF85856681F,1,mask_Level-II.nii.gz
F4641D4EA2389C,1,mask_Level-II.nii.gz
F4C1682EAC2AB7,1,mask_CTVn_L2.nii.gz
F5A3BEBBD97251,1,mask_Level-II.nii.gz
F5C2230C46F1A7,1,mask_CTV-Level-II.nii.gz
F5E6249B8C26F1,1,mask_Level-II.nii.gz
F612D755BE07B0,1,mask_Level-II.nii.gz
F6177AEE7C6504,1,mask_Level-II.nii.gz
F63D78313131E5,1,mask_CTVn_L2.nii.gz
F66782AFAF409A,1,mask_CTVn_L2.nii.gz
F69B4FE7FBFF72,1,mask_CTV-Level-II.nii.gz
F6A4FC61D3640A,1,mask_Level-II.nii.gz
F6BD14AB8295CD,1,mask_CTV-Level-II.nii.gz
F6D223D83EAEE3,1,mask_CTVn_L2.nii.gz
F7504432962ACE,1,mask_Level-II.nii.gz
F82916D08B4193,1,mask_CTV-Level-II.nii.gz
F8433AB50AB3BE,1,mask_CTVn_L2.nii.gz
F8BDF16009CEA4,1,mask_CTV-N-L2.nii.gz
F8F78CB6732B1E,1,mask_CTVn_L2.nii.gz
F94E014E7C0151,1,mask_Level_2.nii.gz
FA1F8F4AE3C5CA,1,mask_CTVn_L2.nii.gz
FA324FF699EAFE,1,mask_Level-II.nii.gz
FA3EACB813B2C1,1,mask_CTVn_L2.nii.gz
FA9D119A05391D,1,mask_Level-II.nii.gz
FAF777B175DFE0,1,mask_CTV-N-L2.nii.gz
FAFBCDCC7B881F,1,mask_Level-II.nii.gz
FB651914EABCE6,1,mask_Level-II.nii.gz
FB6B5D86B34A64,1,mask_CTVn_L2.nii.gz
FC6D2031192243,1,mask_Level-II.nii.gz
FCB7BCFACD7989,1,mask_Level_2.nii.gz
FCD95F8444D924,1,mask_Level-II.nii.gz
FD0587E07B4AD0,1,mask_CTVn_L2.nii.gz
FD358BBBD208AE,1,mask_CTV-N-L2.nii.gz
FD57171B28C285,1,mask_Level-II.nii.gz
FDE0D02D3C4C7E,1,mask_Level_2.nii.gz
FE996270BB5AD6,1,mask_Level-II.nii.gz
FF30F8AB4DB47C,1,mask_Level-II.nii.gz
FF67D8CB65C62E,1,mask_CTVn_L2.nii.gz
